c1,c2,c3,y
0.9900715694398529,-0.08679155863437732,-0.04472670973009423,4
1.0750479681690162,-0.03928618507562596,-0.08921195042514139,4
1.01143173559472,0.932810289455992,0.017779289539704826,6
0.08047489852697232,0.9266548031754548,0.9583749322447487,3
-0.08627643983793204,0.0871861229899534,1.0673931699379429,1
-0.061184161427379105,-0.053178412259977284,-0.06290198801467835,0
-0.08021075734973696,-0.05472562234914698,0.06721782575516819,0
0.9057797430726597,0.9296442354304326,2.2826386890523187e-05,6
0.9987996670855296,0.9044986192444054,1.0515391200092656,7
0.913977478653304,0.0508312960851266,0.06019785204177988,4
1.0349833520804825,0.03044206770789945,-0.0035883271848878018,4
-0.06912168348323418,-0.011612988753021525,0.9018025641335619,1
-0.06794882974409118,-0.05050220922569542,0.9865345009388352,1
0.9408125285412114,0.03217604074427055,-0.09483087655378425,4
0.9029934205777372,0.9689596999907495,-0.05781132564298206,6
0.9451036564116474,0.0574235888693829,0.9304599028174343,5
0.021048423872200767,0.9326428000978688,-0.07118174275493519,2
-0.08383413880832968,0.918191911241367,0.9040207462798943,3
1.0569037024641685,1.0302242049883314,-0.06476021962320225,6
0.9942630271127871,0.9284762978413387,-0.02354402025255453,6
0.9903129803096884,-0.06780984269073098,0.04429736763936504,4
0.003480781615014125,0.022030450699276366,-0.03146921004388002,0
1.0454796564718454,1.0576729607209683,0.0476137041879264,6
1.090731423678241,0.9110468605956953,-0.04916823008329958,6
0.047561988382595205,0.04457638637330519,0.02821039480182222,0
0.08367094447125911,0.9738304072413021,0.04610453445866591,2
-0.07786900277484408,0.03206272455204778,0.9610687573298928,1
-0.002561722315983242,0.034454170533261386,-0.03082026716630147,0
0.9355698584188586,1.0504016185498253,0.9252478011046816,7
0.9476003443463369,0.9099227531670113,0.9030676107503484,7
0.06835861646321614,0.9571568993519335,0.0776956932939594,2
0.019989629912717327,-0.041142976601192704,1.0921202983795253,1
0.01882437805067079,1.0610628927377428,-0.013692764617160708,2
0.0042600580248692566,-0.08615047942786475,-0.0028307047797018203,0
1.0104564771016784,1.0505241978455262,-0.07091812598676797,6
0.9912391354194019,0.9550092803178855,1.0295341819742931,7
1.0622209735376713,1.051675738082158,0.9508289190660563,7
0.07528749134065538,-0.09196185911317008,1.0951691574214077,1
0.9534040158266199,1.0689443380904164,-0.06462973357084097,6
0.9597585516318529,0.9362610946876899,-0.030745857022805842,6
1.063203411786081,0.9694160908534039,-0.01999154650659382,6
1.0536907313762165,0.9908040461093178,0.9987539106477001,7
1.0731570281512588,0.020631864194877433,1.0286372273202078,5
0.04632789336267959,0.08018050744308017,0.004141895964583073,0
0.9247260149299367,1.0808084152807493,1.0608648364054183,7
0.9421517408735115,1.0337991304601561,0.09766368279414273,6
-0.06252862024762232,-0.08739100637554238,1.0234475973246049,1
0.003879466892128508,1.0021781453098342,1.0122335652873364,3
0.9450556551468926,0.922218553379353,0.95361810567003,7
-0.07328616683861816,0.9083722848947366,-0.0019373006967962347,2
-0.07870627057353129,0.04876841583489763,0.0643516110434488,0
0.05229473854571537,0.9706714472079628,-0.03474061426470136,2
0.9583257214797176,1.0718057052985839,0.021056191420563558,6
0.0944729210132377,0.006390362122507015,0.9808463526002758,1
0.9580368519724389,-0.01800098766915184,0.9605191188973728,5
0.990769441112757,0.968205420263584,0.9236615721838122,7
-0.07697530924827829,0.08750374849670559,0.07745504415393031,0
1.0321962195808143,-0.009782515066941139,0.06806312059018754,4
0.9383889662568377,1.0563175009170704,-0.09656284837860732,6
-0.04222206888107976,-0.0801126264812367,0.9473515763276081,1
0.031873182896790864,0.02450696379600406,1.0329812882404605,1
1.0030524096722722,1.0273580416524326,1.053473665553212,7
0.009681005809811419,1.0220572640382013,1.0283156762018657,3
0.07343773854655769,1.007977844746526,-0.09770485438422497,2
-0.05845936010067681,1.0744774786722868,1.0159451283870204,3
1.0300692732111876,0.993409070455517,0.0014323361996309847,6
0.06873611389535411,-0.07275421700114547,0.9736311758664543,1
-0.010535945813080747,1.0315529950441382,0.9140159333,3
0.9121922670778813,0.07299489167969309,-0.02055367602335942,4
-0.006019154462980805,1.047357161767701,-0.06880820361626686,2
0.08545836627111533,1.0095832602295434,1.0151219162962413,3
-0.027250674804234862,0.01741513131644845,-0.060453790346485195,0
0.06808354815839202,-0.003271457033904232,1.0390542922502124,1
0.06838128402824145,1.0776042852937313,1.0482759671740445,3
0.9156213328864242,-0.03101463812527372,1.0532920123022407,5
-0.09734398366957,-0.0838129603731531,0.0120572104861493,0
1.014423598754183,1.0157144757218979,-0.011119111392370734,6
0.07218391269461674,0.9001045810838899,0.0593867036938773,2
1.051011584184187,-0.06470541231213398,0.044476892693114445,4
1.0003241230025077,0.9619801312394863,0.026789763774466457,6
1.0130280868535193,1.0072682130473536,0.9315316434922198,7
-0.014191330083523246,0.9090137624139873,1.0138661023551196,3
0.9296106523268726,-0.09275006822638564,0.9698477147538107,5
1.0959561099504098,0.08186528581096009,1.0625682636600593,5
0.9579195840073443,0.9072628269619522,0.027796382657135216,6
0.020347234255182478,-0.09257641043560359,0.018292255016206085,0
-0.02016090896048743,-0.004348860251845665,0.06023512273840753,0
0.9495246518465881,-0.05277607551440786,-0.059442385583038916,4
-0.04906746069844059,0.9410095616944013,1.045741876269336,3
1.012410530320331,-0.09581045628116239,0.9391841178557111,5
0.9444615060500093,0.9103158676828864,-0.05793695565565633,6
0.9660469618482831,0.9416083531830627,0.9770814424502366,7
0.9971873341235541,-0.03240737997918197,0.9799726347116015,5
0.061213848088624595,0.038733271299803446,0.09195274591282873,0
1.0356990635183956,0.020427291371972703,0.0935598069527511,4
-0.04164123261222792,-0.08236661642134542,0.9986435424417419,1
0.06182485102574603,-0.07651881323806858,0.9126802210422902,1
1.09663496211273,0.004893419984780947,0.9991909029944035,5
-0.05608511663332463,-0.07612440959977183,-0.001300397084420285,0
1.0981356250592411,1.068886045883822,1.098703995071457,7
1.046767214593322,0.9140793717061654,0.028397730754696593,6
0.9150642967680174,0.049368070417277865,-0.030665421755219954,4
0.9517848032341657,-0.07391047066465764,1.0999888253777415,5
0.079760902544674,0.9040024138584091,0.09696075629426049,2
1.0388748179418832,-0.0317470829010883,0.940551557297158,5
1.0541659133084917,-0.017292778876675394,1.0227038900379213,5
0.9289609623394401,1.0268581070562772,0.9131233236142258,7
-0.005392281228498191,0.9092890965425766,0.04871604233236543,2
-0.04390629756014364,0.975139025913875,0.09883994393795134,2
0.008220721428997366,1.020277979992871,1.0230886865265847,3
0.9126365194963583,-0.0012317459452606538,0.035506721954392556,4
1.0219334211327082,0.058161801714024575,-0.06898491683943984,4
1.07802157691053,0.040788796487117474,1.037285668713435,5
0.92985324543064,-0.09937728704566147,0.03556210850793545,4
0.04226289609013634,-0.04592801672112745,1.0273348917487355,1
0.957306387372503,-0.011434879567655015,1.0050737072473463,5
-0.04976128747169653,-0.08412692774669622,0.9638206013643478,1
-0.06628980457293732,0.9210977279781859,0.9821425196082489,3
1.0725773642503103,0.0016868972697388074,0.06514731295263751,4
-0.05150353902380076,1.0463965253831344,-0.07362252209646812,2
0.9461748211511491,1.0021461839707204,0.031150394467681475,6
-0.046489744853428674,-0.014427667486245313,-0.07811473920408674,0
-0.05893728387919455,0.012433871952860234,0.05419366038866641,0
0.02439586413117585,0.015784855275343485,1.0208063822321152,1
1.0121062698400034,1.0661493573083045,0.9976686821502798,7
1.098414557013526,0.031375653027509276,1.046906431012955,5
-0.07743984913331026,0.025425987591635252,1.0046590921927756,1
1.0543636517674804,0.019887969601484465,-0.008373060055236276,4
0.9848681652184494,0.9426885716293819,1.0692104470882045,7
1.0668860867361647,1.0091955284957133,0.9934844921730834,7
0.05034812152773882,0.006077307396764792,0.9840437907332429,1
1.0723374730752442,-0.051785791262401126,0.09541004023256003,4
-0.022870936228518907,0.9357738288116669,0.9067442121623918,3
0.07537101078349717,0.04559208966715106,1.052892681901752,1
0.027976691761884387,-0.07002537812614269,-0.0035801135316336496,0
0.9197823708610556,0.9130376498328725,0.9857114378666058,7
-0.067751940524378,0.05135246757101067,1.0524207994697128,1
-0.05767333450981012,1.0126335317279072,0.08790754930007907,2
-0.07666854081325088,-0.08631255495534607,0.02011162886577436,0
0.9804947812753632,0.014826170310879738,-0.03856269083541191,4
0.08031665886549375,0.08306797378628272,0.9238673540756368,1
0.020215759000372577,0.9763006627996735,0.9422423150507023,3
0.028130240382434696,-0.0764727402867425,0.9728989589007419,1
0.0947923906153092,0.07134383184849422,-0.047772272580052455,0
1.0568386543605401,0.06488899893992828,1.049179266775415,5
0.01849309909748524,-0.040303222998942206,-0.0021859468757814138,0
1.0719871806133014,0.031120480146765467,0.9483467844888875,5
0.9505401283421129,0.053353465508794135,0.0009395857883371939,4
0.9928477283801738,1.0094155041651793,1.0785067312983718,7
1.047706809352023,0.9615716396040145,0.011259585997765137,6
-0.09022359996001186,0.07721197753913128,-0.02793854580770487,0
-0.06878332831351547,0.026290390159475235,0.01161807406390751,0
0.9544572104645679,0.9059175417467693,0.08458790406661101,6
1.046113279394649,1.0254712317541226,0.08286236110796738,6
-0.04899987606802319,0.9886953408058132,0.05603681622328302,2
0.9996185715933409,0.9149701414777817,0.02167925236541053,6
0.09510397229132225,-0.019114728575827383,-0.07073037373829963,0
-0.08952376723146971,0.05454406062853631,0.9712480154895561,1
1.0483486107900397,-0.015357034117312152,-0.08018196532143451,4
0.06994163954648969,1.0598867411787372,0.9904112633141832,3
0.9145667285731973,0.08212984413295069,0.9824814536961957,5
0.0653872314808297,-0.0657594684055832,0.033908085476875766,0
-0.027173002447954273,0.9956633553379658,0.06652022498265622,2
1.0682024696776224,1.0798289749036452,0.9909932940747889,7
0.020539335969790712,0.983677260967377,-0.08550717010598696,2
1.0523827785514306,0.9250567069854274,1.0322353064867644,7
1.0410093916250083,0.9726381176624836,0.0740058918902694,6
1.097592366135448,0.9512219298092699,-0.05006592944276758,6
-0.06297045422617711,0.9287262031362071,1.0309483813999036,3
0.9781478985190156,1.0475770087368093,1.0773441089007112,7
1.047158543540287,0.01789721362071353,0.904421801275087,5
0.9195972343970824,0.9031198721245465,0.9532250227604236,7
0.9538221364735668,-0.06987655871444019,0.07843763543960813,4
0.041519839081381044,0.9021460157170127,0.07129191285608749,2
0.9390019864604883,0.9625931138421443,0.9971514262506743,7
0.9994678462291587,0.9963140992146245,1.0830172279591046,7
1.0829201814716074,0.9993944862587018,1.0994822640045936,7
-0.05848497638940989,-0.01426161059865487,1.0618949522196057,1
0.06492628110940793,1.0523523983496839,1.0557820366383153,3
0.9189005560617551,0.9961737217438539,0.9730460369162253,7
-0.015095339530944371,-0.07064308687750896,-0.09615174798941893,0
0.08143482971363566,0.9025471465706913,0.9942157932699979,3
-0.047909536203654506,-0.035299839171654274,0.9420925824206117,1
1.0766228952242791,0.0507278838279763,1.028907877262307,5
0.9293864454981339,-0.033719831768427855,0.9790350231945775,5
0.029708880326441506,0.05909046659189526,-0.05877995788580897,0
1.0875266451615355,-0.07862190368660252,-0.07834214788175412,4
0.023506277257677483,-0.09365732387005243,1.0305150509116487,1
1.0302290581269433,1.0612525480779442,1.083846711511246,7
0.9490670758425733,0.06304993437208542,0.015442218570004745,4
0.03051547174890909,0.02937582819920964,1.0730728912482315,1
1.0231403634339464,0.01151065437497685,-0.011021237662735148,4
-0.02080414697424471,1.0084859826905626,1.0600512538083895,3
1.0852064543433098,1.0273695086295571,0.9413970324690032,7
0.9400546742730886,0.056217817500935435,0.9069288964297058,5
0.07982244977682351,0.09889801400284717,0.07268144401187393,0
