x,y
0.9636229211536255,0.04
0.2240423447855235,0.92
1.1773567511595022,-0.14
1.6168328672205503,-0.18
3.6798684435883695,-0.07
1.034149403292178,-0.03
1.3991261102758028,-0.22
0.11092762104997889,0.98
3.820408495729238,-0.04
0.6262424388466895,0.47
3.1645034847162843,-0.05
0.18334049884967663,0.95
3.821694100608256,-0.04
3.771679424651469,-0.06
3.568121559777701,-0.09
0.9707053230284848,0.03
1.8344680215907934,-0.09
0.2507813860998878,0.9
3.4160588257829443,-0.09
0.8421415302173186,0.18
1.8719466302076777,-0.07
0.23060757791557518,0.91
0.5852867759855129,0.52
3.1056101229892503,-0.03
2.5355785221104945,0.12
2.7079397171113935,0.09
2.121940627510498,0.06
1.4105317563694981,-0.22
1.1013488167898775,-0.09
3.606921849582761,-0.08
1.609576095042515,-0.19
2.6576759006597883,0.11
3.0727520730263667,-0.02
3.7614240160658023,-0.06
1.9394377587875269,-0.03
2.0009857234906914,0.0
3.5356866542170327,-0.09
1.0114951472084734,-0.01
1.165726890479066,-0.14
0.8470985310206693,0.17
1.6838126910707325,-0.16
2.420377288375616,0.13
2.061049028363258,0.03
2.3987665393764335,0.13
3.70649165577663,-0.07
2.637954445022856,0.11
0.31623938179755295,0.84
1.7041995951523,-0.15
1.2702726345522435,-0.19
1.3885614444595897,-0.22
2.323993498022959,0.12
0.5020130957900876,0.63
0.5035375839177848,0.63
2.515891997544676,0.13
0.6748578443176803,0.4
2.097636453722489,0.05
3.1985930215076417,-0.06
1.2199328886466838,-0.17
0.7648329771022292,0.28
0.7430525712113439,0.31
1.0796118474221266,-0.07
3.1002042229706817,-0.03
2.453334588678346,0.13
3.141026418365211,-0.04
3.7492644062224527,-0.06
2.0682713246349387,0.03
2.2384301221954406,0.1
0.36674208382672924,0.79
2.0972980263924668,0.05
3.1757248420475963,-0.05
3.5129424409285113,-0.09
1.5640860148569466,-0.2
2.3789442585828557,0.12
3.585787375622097,-0.09
0.8215620586051634,0.21
0.7167892633506593,0.35
3.1521501283880404,-0.05
0.6231368058576529,0.47
2.575440992589486,0.12
2.192249906416617,0.08
2.157255970175728,0.07
2.1785330229061928,0.08
0.48021339447923395,0.66
2.0526456328749103,0.03
2.086940502887039,0.04
1.3043352752872202,-0.2
0.5112863587105869,0.62
3.57658922399153,-0.09
3.5597153147214367,-0.09
3.029098905320279,-0.01
3.9963424022027687,-0.0
2.3974125946262865,0.13
2.256874780149094,0.1
3.5664976833006183,-0.09
2.0877417081278145,0.04
1.246855760015466,-0.18
2.1110831768809373,0.05
2.6141452609267883,0.11
2.69376511189238,0.1
3.414207972809562,-0.09
0.2871595739118869,0.87
1.42797359242187,-0.22
2.8986796783536395,0.03
0.27976603813075196,0.88
3.271126373102116,-0.07
3.8125029211457666,-0.05
1.380520353630319,-0.21
1.926427564768634,-0.04
2.671437183698084,0.1
3.9355990818035393,-0.02
1.8979986803296764,-0.05
2.451729776592316,0.13
0.785015324878118,0.25
2.024394720100012,0.01
2.697877352110029,0.1
0.6296261742062597,0.46
2.4943973340854,0.13
1.2215136361385726,-0.17
3.5735816533668903,-0.09
2.3488609308212642,0.12
3.0125401136927348,-0.0
3.5722371731038756,-0.09
2.722050702323054,0.09
1.2392769115390418,-0.18
0.4246116649684478,0.73
0.7594734434981346,0.29
1.7319560264670586,-0.14
1.8649589434719533,-0.07
1.047369344588531,-0.05
3.3115534827480686,-0.08
3.5111862087970795,-0.09
0.2572071427636553,0.89
2.16215698835576,0.07
3.195276039489621,-0.06
0.9071199659938465,0.1
0.8168875523665738,0.21
0.8277014290172,0.2
2.446629956901286,0.13
3.689021821936677,-0.07
1.9380026796028327,-0.03
0.6042091823579048,0.5
3.6702527826500337,-0.07
1.8857059903665032,-0.06
1.150323399393979,-0.13
2.2744626418056977,0.11
2.4110515564296366,0.13
0.3219562539321299,0.84
1.3516184102652766,-0.21
1.1017571522453622,-0.09
3.7938023597162194,-0.05
1.1985043265533195,-0.16
3.9386794837825563,-0.02
3.2685800504639118,-0.07
0.5573820426489988,0.56
1.0165887436205043,-0.02
1.165966213521104,-0.14
3.206727776898832,-0.06
2.1138456308125138,0.05
2.7987078105062713,0.07
2.7698312951177106,0.08
1.8069157596545031,-0.1
3.7090214050848025,-0.07
0.6313414672332616,0.46
0.2194846647074019,0.92
1.127538368422328,-0.11
0.911456792249523,0.1
0.9914096823375732,0.01
2.0755601641717623,0.04
0.5759307019766373,0.54
3.945690692138314,-0.01
2.5836398275015795,0.12
0.9943593373791721,0.01
3.8044978144069783,-0.05
0.1502326710607111,0.96
2.716502990811793,0.09
3.7459835447992846,-0.06
1.168415587615675,-0.14
2.1382088457430286,0.06
1.5568410273501392,-0.2
3.9809731658224696,-0.0
1.4246049395922544,-0.22
3.7037997945822556,-0.07
3.4228711416911572,-0.09
0.6929972283222642,0.38
1.4094599695535066,-0.22
1.1670691192683131,-0.14
0.5072625357542911,0.63
2.3784946025311293,0.12
0.7440592381441774,0.31
2.3322197848404023,0.12
1.00678596708702,-0.01
3.3238751192463467,-0.08
0.7566378273014868,0.29
3.992218638564465,-0.0
0.341227869079584,0.82
1.1819139661922216,-0.15
0.6854164085092174,0.39
1.3431407600957432,-0.21
1.6374156344537592,-0.18
0.12255296811685401,0.98
3.0183777429780965,-0.01
2.9102588409151053,0.03
1.0764672218659006,-0.07
1.597384986118498,-0.19
1.2840051966754942,-0.19
3.712848315667795,-0.07
2.5063397692558254,0.13
1.6175053387713065,-0.18
3.233759673092375,-0.07
0.6976921743390705,0.37
1.4281063840521893,-0.22
2.665021633553001,0.1
2.351231428588841,0.12
3.8574942881864884,-0.04
2.9865415307273255,0.0
2.597893876890012,0.12
2.5059842761479802,0.13
1.4874762604913623,-0.21
2.3029176564451768,0.11
0.5123443838664761,0.62
2.463280049792916,0.13
1.9136744251704676,-0.04
2.2138278904100033,0.09
2.580941207543158,0.12
2.0398428494458702,0.02
0.1537746650148731,0.96
1.9188556962410033,-0.04
3.918503945609549,-0.02
2.5077517850811466,0.13
2.521452171368647,0.13
2.105264087775401,0.05
1.6179339223325608,-0.18
0.3252749082115407,0.83
1.6606494230004798,-0.17
2.7399706409386235,0.08
3.3372075838926776,-0.08
2.968077487933211,0.01
2.7777520405901086,0.07
1.6840726845692495,-0.16
0.17146901067903614,0.95
1.3431800148385142,-0.21
3.2620936784225347,-0.07
2.4490572269428803,0.13
0.7384044901029035,0.32
1.8167218671808723,-0.1
2.420821084435095,0.13
3.0021514347724416,-0.0
2.3945792695124286,0.13
2.4398224300670526,0.13
3.799423506175232,-0.05
0.4616298107361033,0.68
2.8998919249444035,0.03
0.6121510781312904,0.49
3.0197238650944294,-0.01
3.015552126973222,-0.01
3.37794330121708,-0.09
3.05054603531297,-0.02
0.9628945326600804,0.04
3.614619008042714,-0.08
0.9664533842737808,0.03
3.7885431618335033,-0.05
0.15882708207170004,0.96
1.2372378626178304,-0.17
3.694349302333517,-0.07
0.6207826852011524,0.48
2.5358840112281444,0.12
2.5948278691596585,0.12
2.7222284956760188,0.09
0.9497954564585458,0.05
3.89216001390238,-0.03
2.2540423426778147,0.1
3.060725943436642,-0.02
2.2247775489957484,0.09
3.4388931575500825,-0.09
1.069954638779357,-0.06
0.5729901514288115,0.54
0.20134210384098034,0.93
3.9621487059285974,-0.01
2.951124706858223,0.02
3.6676278776841813,-0.08
1.8805046802502936,-0.06
3.73644423919601,-0.06
0.8495637615506598,0.17
2.4073811187966423,0.13
1.3244070777387507,-0.2
1.8160043125620096,-0.1
1.44016103628784,-0.22
2.8556351494080077,0.05
3.1766117249060857,-0.05
0.5479579185815825,0.57
3.5248682954718284,-0.09
0.5727433910419122,0.54
2.6667244931113463,0.1
3.7274000396837703,-0.06
